Word,Bigram,Conc.M,Conc.SD,Unknown,Total,Percent_known,SUBTLEX,Dom_Pos,emb_idx,word_length
medical,0,3.07,1.33,0,27,1.0,2774,Adjective,2966,7
numerical,0,3.07,1.56,0,29,1.0,20,Adjective,15973,9
peripheral,0,3.07,1.41,0,28,1.0,49,Adjective,15965,10
postal,0,3.07,1.41,1,30,0.97,96,Adjective,10690,6
raging,0,3.07,1.49,0,28,1.0,165,Adjective,17559,6
rapid,0,3.07,1.39,0,30,1.0,223,Adjective,5915,5
scenic,0,3.07,1.44,1,28,0.96,53,Adjective,12916,6
secluded,0,3.07,1.21,0,28,1.0,52,Adjective,27044,8
uneven,0,3.07,1.51,0,29,1.0,39,Adjective,17837,6
weathered,0,3.07,1.39,0,28,1.0,17,Adjective,28445,9
wholesale,0,3.07,1.58,0,29,1.0,85,Adjective,17264,9
wide,0,3.06,1.29,0,31,1.0,1214,Adjective,2898,4
battered,0,3.04,1.43,0,27,1.0,57,Adjective,17548,8
homeless,0,3.04,1.75,0,28,1.0,543,Adjective,11573,8
lethal,0,3.04,1.53,0,28,1.0,289,Adjective,12765,6
local,0,3.04,1.45,0,28,1.0,2128,Adjective,2334,5
muffled,0,3.04,1.34,0,26,1.0,157,Adjective,15783,7
narrow,0,3.04,1.4,0,27,1.0,358,Adjective,4867,6
swift,0,3.04,1.43,2,27,0.93,197,Adjective,9170,5
durable,0,3.03,1.59,0,29,1.0,18,Adjective,25634,7
initial,0,3.03,1.43,0,30,1.0,325,Adjective,3988,7
lifeless,0,3.03,1.38,0,29,1.0,64,Adjective,22185,8
native,0,3.03,1.52,0,30,1.0,421,Adjective,3128,6
tidy,0,3.03,1.38,0,30,1.0,189,Adjective,29369,4
utter,0,3.03,1.57,0,29,1.0,257,Adjective,14395,5
arctic,0,3.0,1.39,1,27,0.96,100,Adjective,10162,6
bulky,0,3.0,1.25,0,29,1.0,26,Adjective,27446,5
industrial,0,3.0,1.54,1,28,0.96,233,Adjective,3919,10
motionless,0,3.0,1.61,0,28,1.0,17,Adjective,19917,10
nearest,0,3.0,1.36,0,30,1.0,382,Adjective,7205,7
penetrating,0,3.0,1.51,0,29,1.0,59,Adjective,22391,11
scary,0,3.0,1.56,0,29,1.0,1336,Adjective,12459,5
sleek,0,3.0,1.22,0,28,1.0,43,Adjective,21185,5
synthetic,0,3.0,1.51,0,29,1.0,128,Adjective,12553,9
tired,0,3.0,1.33,0,27,1.0,5745,Adjective,5458,5
varied,0,3.0,1.3,0,26,1.0,41,Adjective,9426,6
comical,0,2.97,1.4,0,29,1.0,42,Adjective,29257,7
cubic,0,2.97,1.38,0,31,1.0,44,Adjective,11919,5
graphical,0,2.97,1.27,0,30,1.0,2,Adjective,20477,9
nuclear,0,2.97,1.32,0,29,1.0,968,Adjective,4517,7
psychedelic,0,2.97,1.55,0,29,1.0,40,Adjective,18147,11
reflective,0,2.97,1.55,0,29,1.0,31,Adjective,21346,10
senior,0,2.97,1.45,0,30,1.0,1339,Adjective,3026,6
sick,0,2.97,1.4,0,29,1.0,8437,Adjective,5305,4
animated,0,2.96,1.35,0,28,1.0,61,Adjective,6579,8
arid,0,2.96,1.4,3,30,0.9,16,Adjective,17511,4
choral,0,2.96,1.28,3,29,0.9,11,Adjective,14564,6
cosmetic,0,2.96,1.35,0,28,1.0,92,Adjective,25536,8
culinary,0,2.96,1.2,1,29,0.97,61,Adjective,20560,8
ferocious,0,2.96,1.35,1,29,0.97,79,Adjective,27863,9
glaring,0,2.96,1.29,0,27,1.0,22,Adjective,16124,7
gross,0,2.96,1.34,0,27,1.0,779,Adjective,7977,5
monetary,0,2.96,1.43,0,27,1.0,52,Adjective,12194,8
plush,0,2.96,1.22,2,28,0.93,28,Adjective,27729,5
shady,0,2.96,1.23,0,28,1.0,120,Adjective,22824,5
viral,0,2.96,1.53,0,28,1.0,45,Adjective,13434,5
visual,0,2.96,1.43,0,26,1.0,586,Adjective,5107,6
artificial,0,2.93,1.67,0,29,1.0,246,Adjective,7976,10
bitter,0,2.93,1.53,0,29,1.0,568,Adjective,8618,6
catholic,0,2.93,1.58,0,29,1.0,636,Adjective,3234,8
clerical,0,2.93,1.14,0,27,1.0,50,Adjective,23106,8
condensed,0,2.93,1.49,0,29,1.0,20,Adjective,25011,9
global,0,2.93,1.48,0,30,1.0,321,Adjective,3795,6
higher,0,2.93,1.33,0,27,1.0,1420,Adjective,3020,6
luxurious,0,2.93,1.33,0,28,1.0,57,Adjective,20783,9
mobile,0,2.93,1.49,0,27,1.0,381,Adjective,4684,6
oversized,0,2.93,1.39,0,30,1.0,47,Adjective,21698,9
radial,0,2.93,1.39,2,30,0.93,25,Adjective,15255,6
speedy,0,2.93,1.44,0,27,1.0,100,Adjective,26203,6
sporting,0,2.93,1.15,0,28,1.0,159,Adjective,7419,8
vocal,0,2.93,1.36,0,27,1.0,151,Adjective,5554,5
cinematic,0,2.92,1.32,1,27,0.96,26,Adjective,21014,9
geographical,0,2.92,1.56,0,24,1.0,31,Adjective,10056,12
retail,0,2.92,1.53,0,25,1.0,118,Adjective,7027,6
topographic,0,2.92,1.67,2,26,0.92,1,Adjective,24254,11
enormous,0,2.9,1.45,0,29,1.0,526,Adjective,8216,8
homemade,0,2.9,1.49,0,30,1.0,146,Adjective,25628,8
hungry,0,2.9,1.42,0,29,1.0,3931,Adjective,7501,6
mathematical,0,2.9,1.5,0,29,1.0,81,Adjective,8045,12
photographic,0,2.9,1.5,0,29,1.0,97,Adjective,12416,12
youthful,0,2.9,1.26,0,29,1.0,79,Adjective,22446,8
annoyed,0,2.89,1.4,0,28,1.0,175,Adjective,11654,7
compressed,0,2.89,1.29,0,28,1.0,46,Adjective,16620,10
instrumental,0,2.89,1.42,0,27,1.0,78,Adjective,6150,12
mini,0,2.89,1.31,0,28,1.0,184,Adjective,7163,4
planetary,0,2.89,1.37,1,29,0.97,55,Adjective,17700,9
quick,0,2.89,1.29,0,28,1.0,5542,Adjective,4248,5
starving,0,2.89,1.45,0,27,1.0,865,Adjective,18025,8
surgical,0,2.89,1.5,0,28,1.0,409,Adjective,11707,8
aging,0,2.88,1.39,0,25,1.0,131,Adjective,12520,5
alone,0,2.86,1.6,0,28,1.0,15735,Adjective,2894,5
delighted,0,2.86,1.38,0,29,1.0,660,Adjective,15936,9
fragile,0,2.86,1.38,0,28,1.0,262,Adjective,13072,7
inner,0,2.86,1.43,0,28,1.0,507,Adjective,5110,5
optical,0,2.86,1.22,0,29,1.0,56,Adjective,9380,7
sturdy,0,2.86,1.48,0,29,1.0,86,Adjective,23073,6
recreational,0,2.85,1.38,0,26,1.0,53,Adjective,10517,12
abundant,0,2.83,1.46,0,30,1.0,29,Adjective,12990,8
energetic,0,2.83,1.26,0,29,1.0,66,Adjective,18114,9
gothic,0,2.83,1.39,0,30,1.0,48,Adjective,7788,6
instructional,0,2.83,1.44,0,23,1.0,9,Adjective,23219,13
invisible,0,2.83,1.49,0,30,1.0,630,Adjective,8841,9
longitudinal,0,2.83,1.43,1,25,0.96,4,Adjective,20134,12
makeshift,0,2.83,1.34,0,29,1.0,20,Adjective,19368,9
automatic,0,2.82,1.12,0,28,1.0,356,Adjective,6882,9
external,0,2.82,1.36,0,28,1.0,126,Adjective,6327,8
international,0,2.82,1.47,0,28,1.0,725,Adjective,2248,13
married,0,2.82,1.36,0,28,1.0,12163,Adjective,2496,7
matching,0,2.82,1.42,0,28,1.0,230,Adjective,9844,8
customized,0,2.81,1.39,1,28,0.96,31,Adjective,28749,10
multi,0,2.81,1.41,1,27,0.96,4,Adjective,4800,5
prone,0,2.81,1.47,1,28,0.96,92,Adjective,13047,5
warped,0,2.81,1.44,0,27,1.0,83,Adjective,25618,6
lush,0,2.8,1.41,1,26,0.96,60,Adjective,16299,4
shrill,0,2.8,1.42,0,30,1.0,24,Adjective,28349,6
total,0,2.8,1.47,0,30,1.0,1920,Adjective,2561,5
western,0,2.8,1.37,0,30,1.0,679,Adjective,2530,7
eyed,0,2.79,1.24,0,29,1.0,38,Adjective,7168,4
idle,0,2.79,1.32,0,29,1.0,141,Adjective,18373,4
illuminating,0,2.79,1.4,0,29,1.0,24,Adjective,27816,12
rich,0,2.79,1.57,0,29,1.0,4100,Adjective,4138,4
weak,0,2.79,1.57,0,29,1.0,1607,Adjective,5410,4
younger,0,2.79,1.45,0,28,1.0,1257,Adjective,3920,7
gaping,0,2.78,1.15,2,29,0.93,42,Adjective,21226,6
clumsy,0,2.77,1.42,0,26,1.0,275,Adjective,22902,6
orderly,0,2.77,1.28,0,30,1.0,223,Adjective,23589,7
sleepy,0,2.77,1.2,0,31,1.0,437,Adjective,17056,6
cosmic,0,2.76,1.55,0,29,1.0,184,Adjective,14448,6
cute,0,2.76,1.5,0,29,1.0,4475,Adjective,10140,4
enthusiastic,0,2.76,1.33,0,29,1.0,142,Adjective,14727,12
grotesque,0,2.76,1.46,0,29,1.0,80,Adjective,27707,9
lower,0,2.76,1.7,0,29,1.0,1417,Adjective,2896,5
permanent,0,2.76,1.55,0,29,1.0,619,Adjective,4568,9
picturesque,0,2.76,1.33,1,30,0.97,25,Adjective,23273,11
quiet,0,2.76,1.5,0,29,1.0,5978,Adjective,4251,5
shimmering,0,2.76,1.43,0,29,1.0,32,Adjective,22349,10
stray,0,2.76,1.35,0,29,1.0,272,Adjective,15926,5
topical,0,2.76,1.33,0,29,1.0,26,Adjective,25665,7
tubular,0,2.76,1.54,0,25,1.0,14,Adjective,25147,7
automated,0,2.75,1.24,0,28,1.0,73,Adjective,12978,9
colonial,0,2.75,1.38,0,28,1.0,105,Adjective,5336,8
distant,0,2.75,1.43,0,28,1.0,439,Adjective,6802,7
rugged,0,2.75,1.46,0,28,1.0,102,Adjective,17638,6
chilling,0,2.74,1.06,0,27,1.0,82,Adjective,27017,8
poisonous,0,2.74,1.35,0,27,1.0,170,Adjective,22641,9
repetitive,0,2.74,1.4,0,27,1.0,29,Adjective,23563,10
restraining,0,2.74,1.4,0,27,1.0,171,Adjective,28285,11
highest,0,2.72,1.34,0,25,1.0,646,Adjective,3284,7
premature,0,2.72,1.24,0,25,1.0,177,Adjective,21371,9
private,0,2.72,1.31,0,29,1.0,3874,Adjective,2797,7
strict,0,2.72,1.28,0,29,1.0,358,Adjective,9384,6
central,0,2.71,1.4,0,24,1.0,1262,Adjective,2430,7
favorite,0,2.71,1.52,0,24,1.0,3032,Adjective,5440,8
savage,0,2.71,1.24,0,28,1.0,365,Adjective,9576,6
afraid,0,2.7,1.39,0,30,1.0,12631,Adjective,4452,6
bilateral,0,2.7,1.32,0,27,1.0,30,Adjective,17758,9
complete,0,2.7,1.39,0,30,1.0,2636,Adjective,3143,8
formal,0,2.7,1.2,0,27,1.0,424,Adjective,5337,6
ornamental,0,2.7,1.3,1,28,0.96,9,Adjective,18200,10
poor,0,2.7,1.71,0,27,1.0,6583,Adjective,3532,4
rustic,0,2.7,1.46,1,28,0.96,40,Adjective,27471,6
sizable,0,2.7,1.32,0,30,1.0,26,Adjective,25908,7
thinner,0,2.7,1.54,1,28,0.96,115,Adjective,23082,7
athletic,0,2.69,1.23,0,29,1.0,197,Adjective,5188,8
bodily,0,2.69,1.51,0,29,1.0,108,Adjective,20445,6
preceding,0,2.69,1.47,0,29,1.0,34,Adjective,11003,9
structural,0,2.69,1.31,0,29,1.0,93,Adjective,8332,10
elaborate,0,2.68,1.39,1,29,0.97,242,Adjective,9603,9
organic,0,2.68,1.42,0,28,1.0,220,Adjective,7554,7
archaeological,0,2.67,1.58,0,24,1.0,48,Adjective,7611,14
communal,0,2.67,1.35,1,31,0.97,33,Adjective,15029,8
final,0,2.67,1.39,0,27,1.0,2533,Adjective,2345,5
lazy,0,2.67,1.39,0,27,1.0,591,Adjective,13971,4
rural,0,2.67,1.57,1,28,0.96,59,Adjective,3541,5
sterile,0,2.67,1.39,0,27,1.0,111,Adjective,25403,7
turbulent,0,2.67,1.4,0,30,1.0,33,Adjective,22609,9
ascending,0,2.66,1.32,0,29,1.0,35,Adjective,22316,9
hysterical,0,2.65,1.4,0,31,1.0,362,Adjective,25614,10
attractive,0,2.64,1.28,0,28,1.0,1256,Adjective,8702,10
flexible,0,2.64,1.19,0,28,1.0,136,Adjective,12379,8
inclined,0,2.64,1.52,0,28,1.0,169,Adjective,13050,8
intact,0,2.64,1.47,0,28,1.0,324,Adjective,10109,6
remaining,0,2.64,1.37,0,28,1.0,344,Adjective,3588,9
robust,0,2.64,1.62,0,28,1.0,36,Adjective,15873,6
sexy,0,2.64,1.6,0,25,1.0,1529,Adjective,7916,4
environmental,0,2.63,1.33,0,27,1.0,167,Adjective,4483,13
generic,0,2.63,1.5,0,27,1.0,78,Adjective,12391,7
handsome,0,2.63,1.25,0,30,1.0,1684,Adjective,8502,8
hardened,0,2.63,1.18,1,28,0.96,58,Adjective,15015,8
pediatric,0,2.63,1.56,0,30,1.0,80,Adjective,23614,9
playful,0,2.63,1.45,0,30,1.0,59,Adjective,18378,7
fierce,0,2.62,1.24,0,29,1.0,244,Adjective,9205,6
goofy,0,2.62,1.1,0,24,1.0,266,Adjective,27243,5
hostile,0,2.62,1.18,0,29,1.0,456,Adjective,10420,7
meteorological,0,2.62,1.42,2,28,0.93,14,Adjective,20557,14
portable,0,2.62,1.45,0,29,1.0,204,Adjective,12109,8
relaxing,0,2.62,1.35,0,24,1.0,184,Adjective,19613,8
residential,0,2.62,1.33,0,26,1.0,91,Adjective,5647,11
southern,0,2.62,1.29,0,29,1.0,592,Adjective,2670,8
sprawling,0,2.62,1.3,0,26,1.0,7,Adjective,24199,9
advancing,0,2.61,1.34,0,28,1.0,76,Adjective,10787,9
cozy,0,2.61,1.31,0,28,1.0,288,Adjective,26931,4
fine,0,2.61,1.47,0,28,1.0,30502,Adjective,2986,4
intermittent,0,2.61,1.29,0,28,1.0,28,Adjective,23852,12
mighty,0,2.61,1.5,0,28,1.0,1355,Adjective,10478,6
minor,0,2.61,1.4,1,29,0.97,654,Adjective,3576,5
orchestral,0,2.61,1.42,0,28,1.0,10,Adjective,13533,10
late,0,2.6,1.41,0,25,1.0,13756,Adjective,2397,4
alert,0,2.59,1.55,0,27,1.0,1051,Adjective,9499,5
correct,0,2.59,1.34,0,27,1.0,2292,Adjective,6149,7
decorative,0,2.59,1.3,0,29,1.0,44,Adjective,11584,10
dizzy,0,2.59,1.55,0,27,1.0,430,Adjective,14849,5
synchronized,0,2.58,1.41,1,25,0.96,39,Adjective,25549,12
tender,0,2.58,1.33,0,26,1.0,453,Adjective,8616,6
agitated,0,2.57,1.37,1,29,0.97,128,Adjective,21568,8
distorted,0,2.57,1.5,0,28,1.0,103,Adjective,19112,9
domestic,0,2.57,1.23,0,28,1.0,351,Adjective,4968,8
galactic,0,2.57,1.55,1,29,0.97,56,Adjective,21375,8
gigantic,0,2.57,1.37,0,28,1.0,190,Adjective,20193,8
muted,0,2.57,1.23,0,28,1.0,20,Adjective,22124,5
numerous,0,2.57,1.45,0,30,1.0,183,Adjective,3365,8
public,0,2.57,1.32,0,28,1.0,3625,Adjective,2270,6
rigorous,0,2.57,1.23,0,28,1.0,43,Adjective,20001,8
defective,0,2.56,1.22,0,27,1.0,110,Adjective,28829,9
equal,0,2.56,1.34,0,27,1.0,682,Adjective,5020,5
happy,0,2.56,1.78,0,27,1.0,16993,Adjective,3407,5
linguistic,0,2.56,1.37,0,27,1.0,18,Adjective,12158,10
pleasing,0,2.56,1.53,0,27,1.0,79,Adjective,24820,8
spacious,0,2.56,1.42,0,27,1.0,58,Adjective,22445,8
abusive,0,2.55,1.43,0,29,1.0,83,Adjective,20676,7
frail,0,2.55,1.5,0,29,1.0,81,Adjective,25737,5
functional,0,2.55,1.18,0,29,1.0,139,Adjective,8360,10
iconic,0,2.55,1.43,0,29,1.0,10,Adjective,14430,6
multicultural,0,2.55,1.4,0,29,1.0,3,Adjective,27135,13
aggressive,0,2.54,1.39,0,26,1.0,405,Adjective,9376,10
exact,0,2.54,1.37,0,28,1.0,1154,Adjective,6635,5
guiding,0,2.54,1.35,0,28,1.0,106,Adjective,14669,7
maximum,0,2.54,1.53,0,28,1.0,396,Adjective,4555,7
official,0,2.54,1.43,0,28,1.0,1224,Adjective,2880,8
protective,0,2.54,1.32,0,28,1.0,309,Adjective,9474,10
startling,0,2.54,1.37,1,29,0.97,70,Adjective,19828,9
angry,0,2.53,1.63,0,30,1.0,3008,Adjective,4854,5
gentle,0,2.53,1.38,0,30,1.0,844,Adjective,7132,6
blasted,0,2.52,1.38,0,29,1.0,229,Adjective,18461,7
clinical,0,2.52,1.24,0,29,1.0,149,Adjective,6612,8
collective,0,2.52,1.25,0,27,1.0,122,Adjective,7268,10
financial,0,2.52,1.18,0,29,1.0,777,Adjective,3361,9
flawless,0,2.52,1.5,0,27,1.0,80,Adjective,27503,8
lame,0,2.52,1.58,0,27,1.0,557,Adjective,20342,4
previous,0,2.52,1.36,0,31,1.0,484,Adjective,3025,8
rude,0,2.52,1.42,0,25,1.0,1125,Adjective,12726,4
unstable,0,2.52,1.4,0,29,1.0,260,Adjective,14480,8
advisory,0,2.5,1.35,1,25,0.96,51,Adjective,7319,8
ample,0,2.5,0.96,0,22,1.0,93,Adjective,20851,5
brisk,0,2.5,1.3,0,26,1.0,53,Adjective,28022,5
cooperative,0,2.5,1.28,0,30,1.0,104,Adjective,10791,11
excess,0,2.5,1.29,0,28,1.0,156,Adjective,9987,6
fancy,0,2.5,1.5,0,30,1.0,1777,Adjective,11281,5
foreign,0,2.5,1.4,2,30,0.93,1137,Adjective,3097,7
funny,0,2.5,1.37,0,28,1.0,11127,Adjective,6057,5
horrific,0,2.5,1.31,0,30,1.0,70,Adjective,23512,8
incoming,0,2.5,1.3,0,26,1.0,315,Adjective,14932,8
interactive,0,2.5,1.07,0,28,1.0,28,Adjective,9123,11
real,0,2.5,1.62,0,28,1.0,22583,Adjective,2613,4
recent,0,2.5,1.38,0,30,1.0,669,Adjective,3522,6
relaxed,0,2.5,1.2,0,28,1.0,356,Adjective,8363,7
religious,0,2.5,1.46,0,30,1.0,707,Adjective,3412,9
scared,0,2.5,1.3,0,32,1.0,6803,Adjective,6015,6
sexual,0,2.5,1.33,2,28,0.93,1693,Adjective,4424,6
surprised,0,2.5,1.33,0,26,1.0,2808,Adjective,4527,9
tough,0,2.5,1.35,0,28,1.0,4616,Adjective,7823,5
tribal,0,2.5,1.26,0,28,1.0,95,Adjective,8807,6
verbal,0,2.5,1.48,0,28,1.0,149,Adjective,12064,6
alternating,0,2.48,1.23,0,25,1.0,21,Adjective,15122,11
consecutive,0,2.48,1.33,0,29,1.0,83,Adjective,5486,11
disturbing,0,2.48,1.31,0,27,1.0,463,Adjective,14888,10
immaculate,0,2.48,1.55,0,27,1.0,40,Adjective,19532,10
mild,0,2.48,1.18,0,29,1.0,245,Adjective,10256,4
prime,0,2.48,1.34,0,27,1.0,933,Adjective,3539,5
seductive,0,2.48,1.53,0,29,1.0,38,Adjective,23182,9
diagnostic,0,2.47,1.36,0,30,1.0,72,Adjective,16474,10
dormant,0,2.47,1.46,0,30,1.0,59,Adjective,22170,7
ethnic,0,2.47,1.31,0,30,1.0,91,Adjective,5636,6
neat,0,2.47,1.25,0,30,1.0,635,Adjective,15708,4
extra,0,2.46,1.5,0,26,1.0,3017,Adjective,4469,5
intelligent,0,2.46,1.33,0,26,1.0,689,Adjective,9414,11
medieval,0,2.46,1.36,1,27,0.96,151,Adjective,5781,8
restless,0,2.46,1.17,0,28,1.0,247,Adjective,15035,8
shocking,0,2.46,1.1,0,28,1.0,315,Adjective,16880,8
similar,0,2.46,1.26,0,28,1.0,695,Adjective,2714,7
smaller,0,2.46,1.42,0,26,1.0,680,Adjective,3760,7
vice,0,2.46,1.55,1,29,0.97,950,Adjective,3580,4
broad,0,2.45,1.43,0,29,1.0,751,Adjective,5041,5
civic,0,2.45,1.1,0,22,1.0,110,Adjective,8388,5
prior,0,2.45,1.4,0,29,1.0,422,Adjective,3188,5
radiant,0,2.45,1.35,0,29,1.0,110,Adjective,23751,7
scientific,0,2.45,1.43,0,29,1.0,580,Adjective,4045,10
successive,0,2.45,1.43,0,29,1.0,8,Adjective,11165,10
unconscious,0,2.45,1.53,0,29,1.0,583,Adjective,9787,11
comedic,0,2.44,1.55,0,27,1.0,6,Adjective,21699,7
dynamic,0,2.44,1.4,0,27,1.0,107,Adjective,8790,7
positive,0,2.44,1.42,0,27,1.0,1613,Adjective,3893,8
sloppy,0,2.44,1.28,0,27,1.0,300,Adjective,28810,6
undeveloped,0,2.44,1.12,0,27,1.0,14,Adjective,29341,11
additional,0,2.43,1.19,0,30,1.0,300,Adjective,3176,10
alternate,0,2.43,1.23,0,28,1.0,180,Adjective,6585,9
bold,0,2.43,1.55,0,30,1.0,385,Adjective,7782,4
delicious,0,2.43,1.55,0,28,1.0,1098,Adjective,12090,9
everyday,0,2.43,1.4,0,28,1.0,555,Adjective,10126,8
irregular,0,2.43,1.33,0,30,1.0,129,Adjective,12052,9
martial,0,2.43,1.26,0,28,1.0,296,Adjective,7761,7
reactive,0,2.43,1.5,0,28,1.0,39,Adjective,22643,8
severe,0,2.43,1.1,1,29,0.97,480,Adjective,5729,6
designated,0,2.42,1.24,1,27,0.96,132,Adjective,4351,10
busy,0,2.41,1.38,0,29,1.0,5433,Adjective,5697,4
comforting,0,2.41,1.35,0,29,1.0,222,Adjective,16334,10
federal,0,2.41,1.37,0,27,1.0,1173,Adjective,2976,7
feminine,0,2.41,1.12,0,29,1.0,233,Adjective,12320,8
gruff,0,2.41,1.31,2,29,0.93,28,Adjective,27038,5
intense,0,2.41,1.45,0,27,1.0,520,Adjective,6387,7
internal,0,2.41,1.45,0,27,1.0,502,Adjective,4722,8
main,0,2.41,1.31,0,27,1.0,2179,Adjective,2364,4
merry,0,2.41,1.27,0,29,1.0,1994,Adjective,12831,5
refreshing,0,2.41,1.25,0,27,1.0,187,Adjective,27150,10
wild,0,2.41,1.19,0,27,1.0,2923,Adjective,3748,4
average,0,2.4,1.13,0,30,1.0,849,Adjective,2779,7
foul,0,2.4,1.54,0,30,1.0,738,Adjective,12487,4
regular,0,2.4,1.16,0,30,1.0,1727,Adjective,3180,7
zoological,0,2.4,1.4,0,30,1.0,8,Adjective,26168,10
fair,0,2.39,1.5,0,28,1.0,4832,Adjective,4189,4
hilarious,0,2.39,1.2,0,28,1.0,295,Adjective,26316,9
precise,0,2.39,1.37,0,28,1.0,265,Adjective,10480,7
promotional,0,2.39,0.92,0,31,1.0,39,Adjective,10319,11
unclear,0,2.39,1.31,0,28,1.0,75,Adjective,10599,7
able,0,2.38,1.42,1,27,0.96,8155,Adjective,2583,4
brief,0,2.38,1.12,0,29,1.0,732,Adjective,4766,5
delightful,0,2.38,1.18,1,30,0.97,469,Adjective,26380,10
impatient,0,2.38,1.21,0,24,1.0,206,Adjective,17380,9
sinister,0,2.38,1.4,0,29,1.0,111,Adjective,16491,8
sporadic,0,2.38,1.18,0,29,1.0,14,Adjective,24590,8
uncommon,0,2.38,1.24,0,29,1.0,110,Adjective,13191,8
vibrant,0,2.38,1.42,0,26,1.0,52,Adjective,17026,7
crazy,0,2.37,1.3,0,30,1.0,13886,Adjective,4689,5
dull,0,2.37,1.22,0,30,1.0,616,Adjective,10634,4
graceful,0,2.37,1.18,0,27,1.0,118,Adjective,19415,8
illegal,0,2.37,1.3,0,30,1.0,1199,Adjective,6206,7
nasty,0,2.37,1.31,0,27,1.0,1151,Adjective,11808,5
pleased,0,2.37,1.13,0,30,1.0,1455,Adjective,7537,7
secondary,0,2.37,1.35,0,30,1.0,209,Adjective,3905,9
unharmed,0,2.37,1.36,0,27,1.0,77,Adjective,28150,8
dumb,0,2.36,1.5,0,28,1.0,2395,Adjective,12873,4
false,0,2.36,1.42,0,28,1.0,1078,Adjective,6270,5
glad,0,2.36,1.37,0,28,1.0,8740,Adjective,5580,4
guilty,0,2.36,1.41,0,25,1.0,3177,Adjective,5905,6
intricate,0,2.36,1.25,0,28,1.0,53,Adjective,17796,9
lively,0,2.36,1.25,0,28,1.0,207,Adjective,17133,6
reckless,0,2.36,1.35,0,25,1.0,251,Adjective,18555,8
rotational,0,2.36,1.19,1,29,0.97,7,Adjective,25254,10
urgent,0,2.36,1.14,0,22,1.0,758,Adjective,13661,6
curt,0,2.35,1.27,4,27,0.85,136,Adjective,20099,4
immature,0,2.35,1.35,0,26,1.0,167,Adjective,26838,8
sequential,0,2.35,1.08,0,31,1.0,10,Adjective,25582,10
tense,0,2.35,1.29,0,26,1.0,522,Adjective,9049,5
various,0,2.35,1.27,0,23,1.0,456,Adjective,2536,7
volatile,0,2.35,1.43,0,23,1.0,59,Adjective,20606,8
cheerful,0,2.34,1.32,0,29,1.0,190,Adjective,18350,8
disgusted,0,2.34,1.26,0,29,1.0,90,Adjective,17733,9
exceptional,0,2.34,1.32,0,29,1.0,149,Adjective,11813,11
extended,0,2.34,1.29,0,29,1.0,213,Adjective,3668,8
fashioned,0,2.34,1.42,0,29,1.0,71,Adjective,13405,9
institutional,0,2.34,1.14,0,29,1.0,17,Adjective,12148,13
opposing,0,2.34,1.29,0,29,1.0,137,Adjective,10078,8
unfinished,0,2.34,1.2,0,29,1.0,179,Adjective,14342,10
aesthetic,0,2.33,1.44,2,29,0.93,34,Adjective,12465,9
comfortable,0,2.33,1.13,0,24,1.0,2408,Adjective,6625,11
creepy,0,2.33,1.14,0,27,1.0,568,Adjective,17109,6
intensive,0,2.33,1.24,0,30,1.0,112,Adjective,11806,9
primitive,0,2.33,1.27,0,27,1.0,263,Adjective,10968,9
dependent,0,2.32,1.25,0,25,1.0,114,Adjective,7790,9
excited,0,2.32,1.28,0,28,1.0,2479,Adjective,7568,7
friendly,0,2.32,1.33,0,28,1.0,1328,Adjective,5379,8
racial,0,2.32,1.28,0,28,1.0,159,Adjective,5762,6
simulated,0,2.32,1.28,0,28,1.0,48,Adjective,23599,9
underlying,0,2.32,1.36,0,28,1.0,64,Adjective,10318,10
agile,0,2.31,1.04,0,29,1.0,20,Adjective,29003,5
amateur,0,2.31,1.35,0,26,1.0,334,Adjective,5515,7
annoying,0,2.31,1.57,0,26,1.0,567,Adjective,15703,8
authentic,0,2.31,1.37,0,29,1.0,230,Adjective,14469,9
commanding,0,2.31,1.14,0,29,1.0,352,Adjective,7991,10
elegant,0,2.31,1.32,0,26,1.0,320,Adjective,11552,7
lavish,0,2.31,1.2,0,29,1.0,39,Adjective,22689,6
modern,0,2.31,1.23,0,26,1.0,930,Adjective,2715,6
partial,0,2.31,1.29,0,26,1.0,247,Adjective,7704,7
presidential,0,2.31,1.35,0,32,1.0,285,Adjective,4883,12
sparse,0,2.31,1.28,0,29,1.0,11,Adjective,20288,6
delicate,0,2.3,1.14,0,27,1.0,485,Adjective,10059,8
infectious,0,2.3,1.35,0,27,1.0,65,Adjective,16514,10
lasting,0,2.3,1.32,0,27,1.0,120,Adjective,9879,7
magical,0,2.3,1.26,0,30,1.0,464,Adjective,8687,7
outgoing,0,2.3,1.41,0,27,1.0,90,Adjective,22011,8
cumulative,0,2.29,1.18,0,28,1.0,11,Adjective,23260,10
lovely,0,2.29,1.27,1,25,0.96,4853,Adjective,8403,6
sonic,0,2.29,1.27,1,29,0.97,99,Adjective,12728,5
primary,0,2.28,1.22,0,29,1.0,444,Adjective,3078,7
timely,0,2.28,1.19,0,29,1.0,55,Adjective,23259,6
abrupt,0,2.27,1.11,0,30,1.0,58,Adjective,18772,6
corporate,0,2.27,0.87,0,30,1.0,521,Adjective,5971,9
detailed,0,2.27,1.12,0,22,1.0,200,Adjective,6851,8
distraught,0,2.27,1.26,0,30,1.0,79,Adjective,25348,10
expansive,0,2.27,1.26,0,30,1.0,12,Adjective,25145,9
